comment,sent,off
Njan ee cinema 28th kaanum.Kanunnavar like adi,unknown_state,Not_offensive
Predict cheyyan pattunna oru kadhyakumennu thonnunnapole und trailer,Mixed_feelings,Not_offensive
Ente ponoo kidu trailer ithu porikkum,Positive,Not_offensive
Late ayappo excitment koodyavar like adi,unknown_state,Not_offensive
Super trailer kidukki kalanju ikkaaa namichu,Positive,Not_offensive
ഇതൊക്കെ സ്കൂൾ പിള്ളേരോട് പോയി പറ സാറേ...,unknown_state,Not_offensive
നൈല ഉഷ ഫാൻസ്‌ ഹിറ്റ്‌ ലൈക്,unknown_state,Not_offensive
Mammooty  Avasaanathe aa run hentammo.. GOOSEBUMPS...,Positive,Not_offensive
DQ ഫാൻസിന്റെ എല്ലാവിധ ആശംസകളും നേരുന്നു പടം സൂപ്പർഹിറ്റ് ആകട്ടെ,Positive,Not_offensive
നിവിൻ അച്ചായനിൽ നിന്നും ഞമ്മൾ ഇതുവരെ കാണാത്ത പലതും ഈ മൂത്തോനിലൂടെ ഞമ്മക്ക് കാണാം,Positive,Not_offensive
അല്ല... സത്യത്തിൽ ഇതിലാരാ നായകൻ  ആരാ... വില്ലൻ   full confusion....,unknown_state,Not_offensive
SAMBAVAM HEVY AKKITTUNDE KATTA WAITING FOR RAJA,Positive,Not_offensive
വിനീതേട്ടൻ പൊളിക്കും  love you ചേട്ടാ.....,Positive,Not_offensive
Joshi chaayan varunne...newgen pillerellam kandam vazhi odikko...theateril poyi direction padikkaan...Jayan.te moorkhan 1980 IL cheytha Joshi Jojovinte film 2019  IL edukunnu angeraanu maaaass...,Positive,Not_offensive
1:36ill nalla clarityill vechu pause cheythu nokiya gunum kondu nilkunna rajuvettane kanam clear aayi,unknown_state,Not_offensive
പോര!!!!!!! കുറച്ച് ആക്ഷൻ സീക്വൻസ് ഉൾപ്പെടുത്താമായിരുന്നു  Any way ചിത്രം ഒരു വിജയമാകട്ടെ,Mixed_feelings,Not_offensive
mammootty kazhinju vere oru nadan malayalathil illa karanam etavum last mammootty Anu,unknown_state,Not_offensive
Mamangam Trailer  Goosebumps guaranteed,not-malayalam,not-malayalam
Kazhinha 8 kollam mai ee peru kelkunnu.. but 5 kollamai kathirippum....athu vere levelil,Positive,Not_offensive
എന്താണ്.....  ഇതെന്താണ്.....  ഒരു  രക്ഷല്ല്യാ....  എന്തോ  എനിക്കൊരുപാടിഷ്ടായി വളരെ  ഡിഫറെൻറ്  ആയി  തോന്നുന്നു.....  iam waiting....,Positive,Not_offensive
My favorite actor surajetaan  dhamu annan fans like adik,unknown_state,Not_offensive
Trailer kandu kazhinjappol Thrissur pooram kazhinja feel motham jagapoga,unknown_state,Not_offensive
Kgf poleyulla padam kanda feel.. kidilam,Positive,Not_offensive
ആവറേജ് റിപ്പോർട്ട് കിട്ടിയാൽ പോലും ഓണം box office  തൂക്കിയടിക്കും,Positive,Not_offensive
Karalil thakil adichu,unknown_state,Not_offensive
ഇത് ഒറിജിനൽ അല്ലേ?? Pls..make Powerful one !,Mixed_feelings,Not_offensive
Oru lucifar bayangaram aane eannum paranje adine vanolam pokiyathu pole alla eadane mase marana mase onne vanne ninnal madi.. kure talli kettenda aavashim nnummakkilla lando earunne kandoo mammukkane,Positive,Not_offensive
ഷൈലോക്ക് - ഭാസ്കര പട്ടേലർകും പരുന്ത് പുരുഷുവിന് ശേഷമുള്ള ഇക്കയുടെ മാസ്സ് ആന്റിഹീറോ ക്യാരക്റ്റർ,Positive,Not_offensive
Poliiiii oru rekshem illa katta waiting,Positive,Not_offensive
1:35 Prithviraj?!!! (Guy in the dark),unknown_state,Not_offensive
Ithu polikkum surajin kodukk oru like.,Positive,Not_offensive
Movie ok aanu.    Entertaining movie,Positive,Not_offensive
Mammooka fans sub my channel  Keri vaa makkale,unknown_state,Not_offensive
Ethu nallloru kunchakko memories ....avateyennnnu prathikkunnu pretheekshikkunnuu,Positive,Not_offensive
Oru rakshem illaa  Lalettan  Prithvi,Positive,Offensive_Untargetede
Lalettan polippichengil.  Adik oru big like,not-malayalam,Not_offensive
എന്റമ്മോ ഒരു രക്ഷയുമില്ല മാസല്ല ഓന്റെ ബാപ്പയാ,Positive,Not_offensive
Poli.      L,Positive,Not_offensive
Ikkante adutha adhutha randu padanghall 100 cr clubil kayaran povum,Positive,Not_offensive
From tamilnadu mamukka fan vera level,Positive,not-malayalam
ചെറിയ പടങ്ങളിൽ നിന്നും വലിയ വിജയം ഉണ്ടാകട്ടെ. ട്രയ്ലർ പൊരിച്ചു. ഇനി ദേവിക പ്ലസ് two ചേച്ചിയെ ബിഗ് സ്ക്രീനിൽ കാണാല്ലോ,Positive,Not_offensive
Rajuettan kaiadikanulla dialogues ellam swantham ettanu koduthu lle...,Positive,Not_offensive
#0:39 scene ill chankala kallil tovino mental anno,unknown_state,Not_offensive
Jayasurya chyuna a ella characters um pwoliya... Shaji pappen,Positive,Not_offensive
Trailer 50 thavanayil kooduthal kandavar ivide like,unknown_state,Not_offensive
Lalettanoppam nilkkunna mattoru kadapathram athe indhrajithinteth ayirikkum.,unknown_state,Not_offensive
നൈസിൽ കമെന്റ് വായിക്കാൻ വന്ന ദിലീഷ് പോത്തന് ലൈക് അടിക്കാനുള്ള കമെന്റ്,unknown_state,Not_offensive
ഇപ്പൊ ശരിക്കും ഞെട്ടി...!കിടുവേയ് എപ്പോഴാ റിലീസ് കട്ട വെയ്റ്റിംഗ്....!,Positive,Not_offensive
ഇത് കണ്ടപ്പോ ഷാറൂഖാന്റെ FAN പടം ഓർമ്മ വന്നൂ ...,Mixed_feelings,Not_offensive
Avasanam iluminati varumo??? Ippo mikka pritviraj  padavum anganaanallo,unknown_state,Not_offensive
ee  vishu lucifer  angu eduthu ennn paranjekkan paranju,Positive,Not_offensive
Newton enna hindi cinema orma varunnu,Mixed_feelings,Not_offensive
ഇതിൽ ലാസ്റ്റ് ഉള്ള santa English song ഏതാണെന്ന് ariyuo,unknown_state,Not_offensive
Yethanu trailer trendigil varaathath vaishaketta nigal kaanunille,Negative,Not_offensive
Sunny Chechi pwoli... Ikka Al Pwoli ennu thonniyavar adi like and visit,unknown_state,Not_offensive
ഇങ്ങനേയും പറ്റിക്യമോ സാറേ  എഡിറ്റിംഗോഡ് എഡിറ്റിംഗ്,unknown_state,Not_offensive
Sthriikal Aanungale Pole Perumaarunnath aann Mass ennaann Puthuthalamurayile chila Viddikalude chintha.. Ennaal enn Sthri Sthrii aakunno avdeyaann ellaa Mass um Class um Bhalapradam aakunnath !  Manju Warrior the Queen right now in Malayalam Cinema,Positive,Not_offensive
nalla trailer  ini ennathina padam kanunne,Positive,Not_offensive
Haha..1.35 il raajuvettane kandavar ivide like adichee,unknown_state,Not_offensive
Lalettan paranjal kanathe pattume   Lalettan ishtam,unknown_state,Not_offensive
ഏട്ടൻ ഫാൻസ്‌ enta ചാനൽ ഒന്ന് subscribe,unknown_state,Not_offensive
Oru ikka faanaayittu pollum katta romaancham laletta ith pwolikum,Positive,Not_offensive
ശബ്ദ് മാത്രമേ ഉള്ളൂ -മുഖം കണാൻ വീഡിയോ മുഴുവൻ കണ്ടത് ഞാൻ മാത്രമാണോ .,unknown_state,Not_offensive
iyalith verthe parayuvaan puthumukha samvidhayakan aanenn,Positive,Not_offensive
Waiting for a pakka mass entertainer....,not-malayalam,not-malayalam
മസിലുപിടിച്ച് ഡയലോഗിനെ കാലം കഴിഞ്ഞു എല്ലാവർക്കും നാച്ചുറൽ അനിഷ്ടം പോത്തൻ ബ്രില്ലിയൻറ്,Positive,Not_offensive
Old number onnum ekkillaa..its new gen world...etra valya star aayalum,Negative,Not_offensive
Dislike അടിക്കാൻ വരുന്ന ജിമിട്ടോളികൾക്ക് നടുവിരൽ  നമസ്കാരം,Negative,Offensive_Targeted_Insult_Group
ജയസൂര്യ ഫാൻസിന്റെ വിജയാശംസകൾ  തൃശൂർ പൂരം december 20,Positive,Not_offensive
Unni r nte prethi poovankozhi Enna book vayichirunnu   Ini padam enganakum ennu kandariyaam  Pandu ithupole oruthan odiyan eduth paranju nashippichathaa,Mixed_feelings,Not_offensive
Full naturel  no cemicels abinayam,unknown_state,Not_offensive
film putumayulla theme anu. climax adupich kurach clishe aanenkilum padam kollam.,Mixed_feelings,Not_offensive
Inn ni8 full repeat adich kanan ponavar ivide like adicholu,Positive,Not_offensive
Trailer supernivin മലയാള സിനിമയുടെ അഭിമാനം നിവിൻ പോളി.,Positive,Not_offensive
aa dislike  mikkathum  mohan lal fans aayirikkum,Negative,Offensive_Targeted_Insult_Group
എന്തോന്നെടെ ഇത് 🧐സമയം കിട്ടുമ്പോൾ ആ shylock ടീസർ ഒന്ന് പോയി കാണു... എന്നിട്ട് കണ്ടു പടി...,Negative,Not_offensive
മമൂട്ടി ഓരോ പടത്തിലും കിടു ഗെറ്റപ്പ് പക്ഷേ സിദീഖിനെ മമ്മൂട്ടി സിനിമയിൽ കണ്ടു മടുത്തു,Mixed_feelings,Not_offensive
Sharukhan te padam fan pole thonunvar oru like,unknown_state,Not_offensive
Trailer kidukki full movie kidukidukkum.. we still waiting..,Positive,Not_offensive
Shine nigam fans adi like,unknown_state,Not_offensive
Dilepettan pedikarudh koode mammukka fans und okk,unknown_state,Not_offensive
Trailer kandit poliyan ann chnce... Bt nalla visuals pradheekshikunnu,Mixed_feelings,Not_offensive
Kalath chaya kudikkunnathinu munpu trailer nokiyavar arokke?,unknown_state,Not_offensive
Vada..  ithu kettu romancham vannavarku likenulla coment,unknown_state,Not_offensive
അസുരൻ  ആള് ഇത്തിരി പെശകാ....,unknown_state,Not_offensive
10 million views ithinu undakumenu urappulavar like cheyu,unknown_state,Not_offensive
പെണ്ണിന് പകരം പഫ്‌സിനെയും തണ്ണിമതനെയും പ്രണയിച്ചവൻ മെൽവിൻ,unknown_state,Not_offensive
Kutam parayunavaru Maryadaku zha parayan ariyatha team anu,Negative,Not_offensive
സീൻ 1.03 ചെമ്പൻ വിനോദ് കുരങ്ങൻ  കാണിച്ചപ്പോ മണിച്ചേട്ടനെ ഓർമ വന്നത് എനിക്ക് മാത്രമാണോ.  ഒരു 50 ലൈക്‌ തരാമോ,unknown_state,Not_offensive
Ikka and unni mukundan - nalla combo,Positive,Not_offensive
Heroine illengil oru item dance engilum vekkada kundanmare,Negative,Offensive_Untargetede
ഇക്ക  ഫാൻസിന്റെ  comment തപ്പുന്നവർക്കുള്ള  like ബട്ടൺ,unknown_state,Not_offensive
Paatu kandappo inganonnum aayirunallallo parannjathu,unknown_state,Not_offensive
Fan show set...arokke fan showkk pokunnu und,unknown_state,Not_offensive
ലാലേട്ടൻ AND ഇക്ക ഫാൻസ് നീല പൂഷയ്  ഒരു 100 LIKE,unknown_state,Not_offensive
Nammude kunjunnimaaashine orma vannavar like adiche,unknown_state,Not_offensive
ഷൈലോക്ക് ടീസർ ഒരു രക്ഷയുമില്ല ഇനി ഇതിന്റെ ട്രൈലെർ ഇതിനേക്കാൾ പൊളിക്കും എന്ന് ഉറപ്പുള്ളർ ലൈക്‌ അടി,Positive,Not_offensive
Koi hindi me bhi bol do,not-malayalam,not-malayalam
Arjun reddy yude bgm inte thudakkam pole und,unknown_state,Not_offensive
Sowbin ikkaa ayond parayan .. nallaru story kanum,Positive,Not_offensive
Srkyude FAN cinemede oru inspiration ano,Mixed_feelings,Not_offensive
Ichyaaaa polich nanum indu ee moviel kalki 🤩,Positive,Not_offensive
ഇതിൽ പൃഥ്വി രാജ് വില്ലൻ ക്യാരക്ടർ ആയിരിക്കും cheyunne2,unknown_state,Not_offensive
0:43 muvattupuzha grand centre mall alle?? Muvattupuzha kaar indo ivude?,unknown_state,Not_offensive
സിനിമ കണ്ട് വന്നിട്ട് ഒാരോ വീഡിയോയായിട്ട് ഇങ്ങനെ കണ്ടോണ്ടിരിക്കാണ്,unknown_state,Not_offensive
നൈലായുടെ..ഈ മൂവി. ഹിറ്റ് ആവട്ടെ.. ലൗ ഫ്രം ദുബായ്,Positive,Not_offensive
Potta padangalude ghosha yathra yilanallo malayalathile ² kilavanmarum,Negative,Offensive_Targeted_Insult_Individual
ട്രയ്ലറിന്റെ അവസാനം ആകുമ്പോൾ ബാഗ്രൗണ്ട് മ്യൂസിക് വന്നപ്പോൾ ആണ് ഓർമ വന്നത് ഇതു സിനിമയുടെ ട്രയ്ലർ ആണെന്ന്  എജ്ജാതി റിയലിസ്റ്റികാണു   ഇതു പൊളിക്കും,Positive,Not_offensive
സുകുമാരന്റെ ഫോട്ടോ കണ്ടവർ മാത്രം LIKE,unknown_state,Not_offensive
Ikkayude yudham mollywood kaanaan pokunnathe ullu,Positive,Not_offensive
ആരുടേയും അഭിനയം മറ്റൊരാളെക്കാള്‍ മികച്ചതാണ് എന്ന്‌ പറയാ൯ വയ്യ... എല്ലാരു൦ തക൪ത്തു...,Positive,Not_offensive
കുർബാന കൂടി സെമിത്തേരിയിൽ പ്രാർത്ഥിച്ചു ഇനി പോകുമ്പം 2കിലോ പോത്തിറച്ചി കൂടി മേടിച്ചോണ്ട് പോണം അതാണല്ലോ നമ്മൾ നസ്രാണികളുടെ ഒരു ശീലം  #Ittymaani_Made_In_China from Sep 6,unknown_state,Not_offensive
Endammooo . Kidukachi Item . Mohanlal Fans Like adich polichek,Positive,Not_offensive
Ufffffff ichayaaa pwolich ur die hard fan 4 ever,Positive,Not_offensive
Dileepetan cinemeyilum yadartha jividhatilum vijayikum.all the best dileepetta,Positive,Not_offensive
20k dislike adichavan okke ethu guhayil irikkuvano entho,Negative,Not_offensive
Ente ponoo camera stills vere level,Positive,Not_offensive
Ente rajuettaa ningl oru jinn aanu,Positive,Not_offensive
Madhuraraja trailer Kand ivide vannanvar likkeee,unknown_state,Not_offensive
